season_year,season,temperature_c_mean,temperature_c_median,temperature_c_q25,temperature_c_q75,temperature_c_q10,temperature_c_q90,temperature_c_iqr,temperature_c_std,temperature_c_min,temperature_c_max,temperature_c_count
2014,Autumn,15.115155848903946,15.448815748426654,11.639462025960313,18.86577207777239,8.613848402235226,21.22582550048825,7.226310051812078,4.656893290404187,3.904266018337694,24.501016913520004,2208.0
2014,Spring,17.860562077275038,17.244902377658406,13.771833970811628,22.02669431898333,10.881319546169715,26.02131785074871,8.254860348171704,5.662396089868044,2.8013624403211566,30.81921793619796,2184.0
2014,Summer,20.222910175215738,19.546435377332926,17.110206349690785,22.989636230468747,15.866956753200952,25.7964394463433,5.879429880777963,3.8295440722617724,11.616347927517381,30.344735378689222,1416.0
2014,Winter,10.512292875759854,10.086486985948369,5.8500112745497574,15.411982048882393,2.9357917277018775,18.43109737820094,9.561970774332636,5.881254864322515,-3.7625688340928605,23.94922620985244,2208.0
2015,Autumn,16.719189659984803,16.3402084350586,12.987961324055973,20.569043053521057,10.746095716688377,23.00068352593319,7.581081729465083,4.71916537878482,5.2896908230251825,28.54194098578563,2208.0
2015,Spring,19.56521943123011,19.280255296495227,14.573556349012591,24.47722769843209,11.513976643880227,28.339033338758668,9.903671349419497,6.310485006503462,4.342540486653661,34.57677544487848,2184.0
2015,Summer,20.40512778184052,19.85437893337675,16.706271701388943,23.96035478379993,15.198406880696632,26.70901343451608,7.254083082410986,4.343651202867339,11.120564439561633,30.984352959526916,2160.0
2015,Winter,11.948397224843996,11.444386291503946,7.147234853108742,16.529746161566848,4.29186113145617,20.00002251519097,9.382511308458106,6.1208943732875225,-2.0099355061848883,28.006563991970495,2208.0
2016,Autumn,16.47600788002814,16.325479465060766,12.756603664822094,20.316055552164727,9.419235772026918,23.84320153130426,7.559451887342632,5.231422521426301,4.400618150499099,28.698394097222206,2208.0
2016,Spring,19.14570876227486,18.707626173231375,14.96895955403643,23.680682288275833,11.894868265787773,26.950457526312956,8.711722734239402,5.7844096934363245,5.161604817708337,34.01955261230472,2184.0
2016,Summer,21.989263036011398,21.18352949354386,18.14025149875218,25.387691497802734,16.56990390353734,28.58752363416884,7.247439999050556,4.622690346764439,13.495774671766526,36.71637437608507,2184.0
2016,Winter,11.191971222022126,10.33631184895836,6.6987486097548015,15.944174448649093,3.919706590440552,19.041563924153607,9.245425838894292,5.898093885206413,-3.3850548638237683,27.37122022840714,2208.0
2017,Autumn,15.731843762850815,15.586709425184495,11.846588219536713,19.877821095784554,8.526361050075952,23.03121222601996,8.031232876247842,5.335199968555437,2.2526540120442746,27.819110785590283,2208.0
2017,Spring,18.1691767727111,17.530239189995683,13.644698927137554,22.7963063557943,10.941875033908435,26.668962910970073,9.151607428656746,5.92289341549091,3.184193250868077,31.684238009982664,2184.0
2017,Summer,19.65319158907291,18.840603129069024,16.542076619466158,22.69476640489367,15.189190334743955,25.14515329996745,6.152689785427512,3.9451964648506976,8.25824347601997,30.781347317165853,2160.0
2017,Winter,11.801539476827736,11.200636630588093,7.155592515733545,16.55692782931861,5.022552863227003,19.441517537434873,9.401335313585065,5.475886036131984,-1.8863060845268933,24.863318549262203,2208.0
2018,Autumn,15.721395026312944,15.36041429307727,12.440047115749778,19.31326590643991,9.453757697211358,22.171606886121957,6.873218790690132,4.807790086231018,3.9109985351562955,27.72833930121527,2208.0
2018,Spring,18.92331437470713,18.722022332085515,14.070491451687275,24.044381205240853,10.575319179958791,27.678353678385424,9.973889753553578,6.478560603873467,0.86305711534294,33.930155436197936,2184.0
2018,Summer,20.18409330313099,19.356043667263464,16.61959618462457,23.545084042019326,14.90811462402342,26.67093373616536,6.9254878573947565,4.585166167902331,10.563583034939256,33.37262980143231,2160.0
2018,Winter,11.418406736217271,11.071400960286468,6.591765933566606,15.868185509575738,3.997257961697034,19.705984666612437,9.276419576009133,5.9258245609947435,-1.3122521294487228,25.660245090060755,2208.0
2019,Autumn,16.831908349637644,16.637268744574698,12.982462734646248,20.474811130099866,10.464515109592037,23.52524197048614,7.492348395453618,5.019084114712412,4.363450453016526,29.85219421386722,2208.0
2019,Spring,19.695373430046367,19.421275329589832,15.471176401774088,24.712351989746125,11.583554619683184,28.013588833279098,9.241175587972037,6.162653706857341,2.9489010281033075,33.118133884006056,2184.0
2019,Summer,20.851697703702964,20.024222310384147,17.063991292317723,24.014993540445943,15.564414638943173,28.001092766655827,6.951002248128219,4.715951832072812,10.442533365885424,34.38175760904949,2160.0
2019,Winter,12.596730505748278,11.952889336480013,7.748012203640386,17.4325222439236,5.047057969835118,20.842963392469624,9.684510040283214,5.95839784577501,-1.8616115993923472,25.865861341688344,2208.0
2020,Autumn,15.134504334822958,14.999794514973985,11.76676237318253,18.92954830593534,8.724937269422787,21.495447184244817,7.162785932752811,4.935132498458671,0.17500203450521212,26.033770073784694,2208.0
2020,Spring,18.618712796066472,18.147542148166252,14.572111256917324,22.743013509114633,11.727357347276518,26.202554558648018,8.170902252197308,5.478973158692793,5.697055053710926,32.23793233235676,2184.0
2020,Summer,19.902419413907005,19.348952229817712,16.682909478081612,23.10364134046769,14.694219631618875,26.07310685899524,6.420731862386077,4.279037336465565,9.964262220594662,30.153909979926198,2184.0
2020,Winter,10.419523158511113,9.840057203504784,5.722777811686171,15.165374332004177,3.027436998155395,18.616135186089412,9.442596520318006,5.885386721373471,-3.0017378065321054,26.283462185329824,2208.0
2021,Autumn,15.992817197176198,15.651455518934455,12.202213372124547,20.033377159966406,9.175026550292978,23.119347669813354,7.831163787841859,5.213264025268468,2.3597849527994867,27.966268581814234,2208.0
2021,Spring,18.05945624932557,17.396391635470934,13.683744896782798,22.255532328287757,11.028527933756532,26.1729490492079,8.571787431504958,5.609069736216629,5.788115437825525,31.4337158203125,2184.0
2021,Summer,19.51518539428712,18.874009195963538,16.740923563639313,22.32803734673398,15.040580952962268,24.919266153971364,5.587113783094665,3.7512993765395803,9.312377590603319,29.222755262586816,2160.0
2021,Winter,10.739397986499595,10.24976281060114,6.17551667955189,15.196633826361762,3.484527723524321,19.057760077582472,9.021117146809871,5.892956045509488,-3.2854488796658075,25.207606336805554,2208.0
2022,Autumn,14.449913277833371,14.562134128146738,11.027938079833959,17.989225260416674,7.949856940375453,20.677649197048623,6.9612871805827155,4.714749815562219,1.06140407986112,25.304307725694457,2208.0
2022,Spring,18.894782622868725,18.213820393880212,14.96264639960394,22.959037611219642,12.60451694064671,26.255892503526486,7.996391211615702,5.184328602029789,5.183430311414952,32.78423733181427,2184.0
2022,Summer,19.002932264225976,18.32662234836158,16.049923282199416,22.0705887688531,14.704255744086373,24.403328586154544,6.020665486653684,3.746386085758179,10.105194769965294,27.74437628851996,2160.0
2022,Winter,10.60318512571032,9.961856587727851,6.5320123460557795,14.822468736436662,4.045503438313801,17.75942511664501,8.290456390380882,5.339918572079297,-2.9854159884982323,24.636449178059877,2208.0
2023,Autumn,16.03732976606312,15.664470079210076,12.506674279106974,19.708054860432938,9.848789299858982,23.120119425455776,7.201380581325964,4.959883301129766,3.624073621961827,27.23354254828564,2208.0
2023,Spring,19.0033765857279,18.77356380886505,14.395638444688615,23.886254798041463,10.65773885091151,27.607495897081186,9.490616353352848,6.21004499165688,4.357803005642381,32.440175374348996,2184.0
2023,Summer,19.341694630124458,18.714989725748723,16.294422403971367,22.326469167073583,14.91507215711805,24.88406263563369,6.032046763102215,3.8701216079751504,10.620184326171852,29.920371500651015,2160.0
2023,Winter,10.98902437667725,10.292312622070341,6.529087660047722,15.384585401746946,3.9747975667317976,18.87239210340714,8.855497741699224,5.721997416243376,-1.887307061089416,26.790626695420997,2208.0
2024,Autumn,17.439452067681,17.19802443257879,13.593865195285119,21.2266101451403,10.294320198659198,24.468216165264057,7.63274494985518,5.425297989119785,5.189857465765499,31.87443772219541,2208.0
2024,Spring,18.915279171575495,18.61140928804207,14.518349362491278,23.662299021174448,11.021472339415903,27.23559210273664,9.14394965868317,6.1402344572797745,2.487197087320112,33.590866671787296,2184.0
2024,Summer,20.706366333968912,20.095475563306536,17.28996720903382,24.04490355016587,15.433483886718774,26.93563504451224,6.754936341132051,4.385763830442924,9.402228606149095,31.65480041503912,2184.0
2024,Winter,11.855833056632715,11.280881886000088,7.332131015048958,16.538582559649882,4.282435522186654,20.106574806470615,9.206451544600924,6.009720171468337,-2.936593147877886,26.98105585334008,2208.0
2025,Summer,22.385616646336892,21.067759378840464,18.235608715957497,25.77368779557483,16.86916867374041,30.722449090507666,7.538079079617333,5.136410892514086,13.508751755617993,34.13256414177715,720.0
