date,temperature_c
2014-01-01 00:00:00,14.386801486545153
2014-01-01 01:00:00,13.901254611545141
2014-01-01 02:00:00,13.476101006401905
2014-01-01 03:00:00,13.086097208658884
2014-01-01 04:00:00,12.910462443033907
2014-01-01 05:00:00,14.543331570095518
2014-01-01 06:00:00,16.92255282931859
2014-01-01 07:00:00,19.4947469075521
2014-01-01 08:00:00,21.405721028645814
2014-01-01 09:00:00,22.902147759331626
2014-01-01 10:00:00,24.043596733940944
2014-01-01 11:00:00,24.80303480360243
2014-01-01 12:00:00,25.308739217122366
2014-01-01 13:00:00,25.527685546874977
2014-01-01 14:00:00,25.443033854166686
2014-01-01 15:00:00,25.0132012261285
2014-01-01 16:00:00,24.06282009548613
2014-01-01 17:00:00,22.24336581759985
2014-01-01 18:00:00,20.26439988878036
2014-01-01 19:00:00,18.861950344509523
2014-01-01 20:00:00,17.448089260525194
2014-01-01 21:00:00,17.360247124566
2014-01-01 22:00:00,15.983874511718739
2014-01-01 23:00:00,15.346828884548643
2014-01-02 00:00:00,14.962124294704893
2014-01-02 01:00:00,14.23578796386721
2014-01-02 02:00:00,13.690634494357653
2014-01-02 03:00:00,13.672585381401916
2014-01-02 04:00:00,14.430409071180577
2014-01-02 05:00:00,17.418135240342906
2014-01-02 06:00:00,20.901032511393225
2014-01-02 07:00:00,23.46941189236111
2014-01-02 08:00:00,25.0599551730686
2014-01-02 09:00:00,26.258301120334238
2014-01-02 10:00:00,27.17248365614148
2014-01-02 11:00:00,27.776450263129334
2014-01-02 12:00:00,27.871487765842005
2014-01-02 13:00:00,27.700949774848084
2014-01-02 14:00:00,27.128983561197913
2014-01-02 15:00:00,26.421410115559922
2014-01-02 16:00:00,23.680805799696202
2014-01-02 17:00:00,21.689199150933177
2014-01-02 18:00:00,20.753624131944434
2014-01-02 19:00:00,20.94848870171444
2014-01-02 20:00:00,19.93926459418401
2014-01-02 21:00:00,19.047613186306478
2014-01-02 22:00:00,18.45998840332038
2014-01-02 23:00:00,17.820649549696213
2014-01-03 00:00:00,17.28277384440105
2014-01-03 01:00:00,16.755085245768214
2014-01-03 02:00:00,16.307700602213572
2014-01-03 03:00:00,15.892425537109375
2014-01-03 04:00:00,15.68347608778214
2014-01-03 05:00:00,17.792945014105896
2014-01-03 06:00:00,19.862610202365488
2014-01-03 07:00:00,22.075189208984398
2014-01-03 08:00:00,23.80414021809895
2014-01-03 09:00:00,25.186464775933132
2014-01-03 10:00:00,26.174935574001722
2014-01-03 11:00:00,26.89020114474829
2014-01-03 12:00:00,27.30518900553386
2014-01-03 13:00:00,27.461270141601574
2014-01-03 14:00:00,26.979587131076414
2014-01-03 15:00:00,26.170693291558166
2014-01-03 16:00:00,25.174969482421886
2014-01-03 17:00:00,23.243745252821157
2014-01-03 18:00:00,21.62495557996965
2014-01-03 19:00:00,20.569109429253444
2014-01-03 20:00:00,19.35847439236113
2014-01-03 21:00:00,19.33441806369359
2014-01-03 22:00:00,17.916035630967883
2014-01-03 23:00:00,16.543292236328114
2014-01-04 00:00:00,15.179711574978342
2014-01-04 01:00:00,14.653705851236964
2014-01-04 02:00:00,14.469831339518237
2014-01-04 03:00:00,14.242464531792564
2014-01-04 04:00:00,14.19957851833766
2014-01-04 05:00:00,17.746570841471396
2014-01-04 06:00:00,19.86784294976127
2014-01-04 07:00:00,22.271756320529562
2014-01-04 08:00:00,23.542813110351574
2014-01-04 09:00:00,24.89007093641493
2014-01-04 10:00:00,25.773167928059877
2014-01-04 11:00:00,26.47449306911892
2014-01-04 12:00:00,26.59992099338109
2014-01-04 13:00:00,26.52569851345487
2014-01-04 14:00:00,26.554116482204904
2014-01-04 15:00:00,26.31401740180121
2014-01-04 16:00:00,25.52637193467882
2014-01-04 17:00:00,23.803669230143214
2014-01-04 18:00:00,21.665856255425354
2014-01-04 19:00:00,19.980564710829015
2014-01-04 20:00:00,18.823617214626722
